path,directory,filename,extension,size_bytes,line_count,category,status,purpose,entry_point,imported_by,imports,input_artifacts,output_artifacts,environment_variables,safety_notes,related_files,generated,source_control_recommended,confidence,notes
scripts/evaluate_tiny_price_ta_gate.py,scripts,evaluate_tiny_price_ta_gate.py,.py,20261,472,evaluation/backtest,tracked,Paper-only TA setup gate evaluator for tiny-price research.,yes,,__future__; datetime; math; numpy; os; pandas; pandas.errors; pathlib,csv inputs; data/realtime,csv reports; data/realtime,CROSS_ASSET_CONTEXT_VENUE; PRIMARY_VENUE; SYMBOL; TINY_PRICE_TA_GATE_BASELINE_CONFIDENCE; TINY_PRICE_TA_GATE_CHRONOLOGICAL_FOLDS; TINY_PRICE_TA_GATE_META_ROWS_PATH; TINY_PRICE_TA_GATE_MIN_STABLE_ROWS; TINY_PRICE_TA_GATE_OUTPUT_PATH; TINY_PRICE_TA_GATE_TA_LABELS_PATH; TINY_PRICE_TA_GATE_TINY_EVAL_PATH,paper-only/no-orders language present; promotion/champion mutation terms present; audit before operational use,scripts/backtest_pinned_tiny_price_ensemble_on_snapshots.py; scripts/bootstrap_tiny_price_champion.py; scripts/build_multi_source_tiny_price_training_rows.py; scripts/build_tiny_price_ta_labels.py; scripts/build_tiny_price_technical_features.py; scripts/build_tiny_price_training_rows.py; scripts/diagnose_tiny_price_v2_candidate.py; scripts/discover_tiny_price_technical_rules.py; scripts/evaluate_1s_forecast_log.py; scripts/evaluate_5m_cross_asset_context.py; scripts/evaluate_hierarchy_forecasts.py; scripts/evaluate_tiny_model_T_v1_shadow.py,false,true,high,Generated from static scan; verify runtime-specific behavior in source before safety-critical use.
scripts/evaluate_tiny_price_v2_stabilized_shadow.py,scripts,evaluate_tiny_price_v2_stabilized_shadow.py,.py,63009,1322,evaluation/backtest,tracked,Paper-only stabilized tiny_v2 shadow evaluator v1.,yes,,__future__; csv; json; math; numpy; os; pandas; pathlib; train_tiny_price_v2_candidate; uuid,csv inputs; model.json,csv reports; model.json; txt/json reports,TINY_SHADOW_INCREMENTAL_NEW_WINDOW_END; TINY_SHADOW_INCREMENTAL_NEW_WINDOW_START; TINY_SHADOW_INCREMENTAL_OLD_WINDOW_END; TINY_V2_STABILIZED_ALLOW_SYNTHETIC_REPLAY; TINY_V2_STABILIZED_MODEL_PATH; TINY_V2_STABILIZED_PRIMARY_GATE; TINY_V2_STABILIZED_PRIMARY_LANE; TINY_V2_STABILIZED_SHADOW_CHUNK_ROWS; TINY_V2_STABILIZED_SHADOW_MIN_CLUSTER_EVENTS_INTERESTING; TINY_V2_STABILIZED_SHADOW_MIN_CLUSTER_EVENTS_STABLE; TINY_V2_STABILIZED_SHADOW_MIN_ROWS_INTERESTING; TINY_V2_STABILIZED_SHADOW_MIN_ROWS_STABLE,paper-only/no-orders language present; promotion/champion mutation terms present; audit before operational use,scripts/backtest_pinned_tiny_price_ensemble_on_snapshots.py; scripts/bootstrap_tiny_price_champion.py; scripts/build_multi_source_tiny_price_training_rows.py; scripts/build_tiny_price_ta_labels.py; scripts/build_tiny_price_technical_features.py; scripts/build_tiny_price_training_rows.py; scripts/diagnose_tiny_price_v2_candidate.py; scripts/discover_tiny_price_technical_rules.py; scripts/evaluate_1s_forecast_log.py; scripts/evaluate_5m_cross_asset_context.py; scripts/evaluate_hierarchy_forecasts.py; scripts/evaluate_tiny_model_T_v1_shadow.py,false,true,high,Generated from static scan; verify runtime-specific behavior in source before safety-critical use.
scripts/evaluate_tiny_price_walk_forward.py,scripts,evaluate_tiny_price_walk_forward.py,.py,35586,789,evaluation/backtest,tracked,Evaluate tiny price walk forward script/module.,yes,,csv; json; numpy; os; pandas; pandas.errors; pathlib; subprocess; sys; time; tiny_price_feature_utils,csv inputs,csv reports; txt/json reports,OUTPUT_DIR; PRICE_TINY_CHARGE_HALF_SPREAD; PRICE_TINY_ESTIMATED_FEE_BPS; PRICE_TINY_ESTIMATED_SLIPPAGE_BPS; PRICE_TINY_FLAT_BPS; PRICE_TINY_HORIZON_SECONDS; PRICE_TINY_REQUIRE_EXACT_FEATURE_GROUPS; PRICE_TINY_RIDGE_L2; PRICE_TINY_TRAINING_PATH; PRICE_TINY_WALK_FORWARD_AUTO_BUILD; PRICE_TINY_WALK_FORWARD_CONFIDENCE_THRESHOLDS; PRICE_TINY_WALK_FORWARD_LOGISTIC_EPOCHS; PRICE_TINY_WALK_FORWARD_MAX_WINDOWS; PRICE_TINY_WALK_FORWARD_MIN_ACTIVE_ROWS; PRICE_TINY_WALK_FORWARD_MIN_TEST_ROWS; PRICE_TINY_WALK_FORWARD_OUTPUT_SUFFIX; PRICE_TINY_WALK_FORWARD_STEP_ROWS; PRICE_TINY_WALK_FORWARD_TEST_ROWS; PRICE_TINY_WALK_FORWARD_TRAINING_PATH; PRICE_TINY_WALK_FORWARD_TRAIN_ROWS; PRICE_TINY_WALK_FORWARD_VALIDATION_ROWS; PRIMARY_VENUE; RANDOM_SEED; SYMBOL; WALK_FORWARD_STEP_ROWS; WALK_FORWARD_TEST_ROWS; WALK_FORWARD_TRAIN_ROWS; WALK_FORWARD_VALIDATION_ROWS,paper-only/no-orders language present; promotion/champion mutation terms present; audit before operational use,scripts/backtest_pinned_tiny_price_ensemble_on_snapshots.py; scripts/bootstrap_tiny_price_champion.py; scripts/build_multi_source_tiny_price_training_rows.py; scripts/build_tiny_price_ta_labels.py; scripts/build_tiny_price_technical_features.py; scripts/build_tiny_price_training_rows.py; scripts/diagnose_tiny_price_v2_candidate.py; scripts/discover_tiny_price_technical_rules.py; scripts/evaluate_1s_forecast_log.py; scripts/evaluate_5m_cross_asset_context.py; scripts/evaluate_hierarchy_forecasts.py; scripts/evaluate_tiny_model_T_v1_shadow.py,false,true,high,Generated from static scan; verify runtime-specific behavior in source before safety-critical use.
scripts/evaluate_tiny_price_walk_forward_ensemble.py,scripts,evaluate_tiny_price_walk_forward_ensemble.py,.py,31250,672,evaluation/backtest,tracked,Evaluate tiny price walk forward ensemble script/module.,yes,,csv; evaluate_tiny_price_walk_forward; json; numpy; os; pandas; pandas.errors; pathlib,csv inputs,csv reports; txt/json reports,OUTPUT_DIR; PRICE_TINY_CHARGE_HALF_SPREAD; PRICE_TINY_ESTIMATED_FEE_BPS; PRICE_TINY_ESTIMATED_SLIPPAGE_BPS; PRICE_TINY_WALK_FORWARD_INSTABILITY_TARGET; PRICE_TINY_WALK_FORWARD_MOVE_TARGET; PRIMARY_VENUE; SYMBOL,paper-only/no-orders language present; promotion/champion mutation terms present; audit before operational use,scripts/backtest_pinned_tiny_price_ensemble_on_snapshots.py; scripts/bootstrap_tiny_price_champion.py; scripts/build_multi_source_tiny_price_training_rows.py; scripts/build_tiny_price_ta_labels.py; scripts/build_tiny_price_technical_features.py; scripts/build_tiny_price_training_rows.py; scripts/diagnose_tiny_price_v2_candidate.py; scripts/discover_tiny_price_technical_rules.py; scripts/evaluate_1s_forecast_log.py; scripts/evaluate_5m_cross_asset_context.py; scripts/evaluate_hierarchy_forecasts.py; scripts/evaluate_tiny_model_T_v1_shadow.py,false,true,high,Generated from static scan; verify runtime-specific behavior in source before safety-critical use.
scripts/evaluate_tiny_regime_gate_policy.py,scripts,evaluate_tiny_regime_gate_policy.py,.py,57051,1232,evaluation/backtest,tracked,Evaluate paper-only regime gate policies for tiny-price prediction rows.,yes,,__future__; datetime; json; math; numpy; os; pandas; pandas.errors; pathlib; sys,csv inputs; data/realtime,csv reports; data/realtime; txt/json reports,CROSS_ASSET_CONTEXT_PREDICTIONS_PATH; CROSS_ASSET_CONTEXT_TINY_JOIN_MAX_AGE_MS; CROSS_ASSET_CONTEXT_TINY_PREDICTIONS_PATH; CROSS_ASSET_CONTEXT_VENUE; CROSS_ASSET_TARGET_SYMBOL; PRIMARY_VENUE; SYMBOL; TINY_REGIME_GATE_ANNOTATED_OUTPUT_PATH; TINY_REGIME_GATE_BASELINE_TOLERANCE_BPS; TINY_REGIME_GATE_CONFIDENCE_COLUMN; TINY_REGIME_GATE_MIN_STABLE_ROWS; TINY_REGIME_GATE_POLICY_CONFIG_PATH; TINY_REGIME_GATE_POLICY_HISTORY_PATH; TINY_REGIME_GATE_POLICY_MODE; TINY_REGIME_GATE_POLICY_OUTPUT_PATH; TINY_REGIME_GATE_RETURN_COLUMN; TINY_REGIME_GATE_TINY_EVALUATION_PATH,paper-only/no-orders language present; promotion/champion mutation terms present; audit before operational use,scripts/build_15m_regime_features.py; scripts/build_30m_regime_features.py; scripts/build_tiny_regime_meta_training_rows.py; scripts/compare_tiny_policy_a_vs_b.py; scripts/diagnose_tiny_regime_gate_policy.py; scripts/evaluate_1s_forecast_log.py; scripts/evaluate_5m_cross_asset_context.py; scripts/evaluate_hierarchy_forecasts.py; scripts/evaluate_tiny_model_T_v1_shadow.py; scripts/evaluate_tiny_policy_side_diagnostics.py; scripts/evaluate_tiny_price_ensemble.py; scripts/evaluate_tiny_price_ensemble_live_predictions.py,false,true,high,Generated from static scan; verify runtime-specific behavior in source before safety-critical use.
scripts/evaluate_tiny_regime_meta_feature_ablation.py,scripts,evaluate_tiny_regime_meta_feature_ablation.py,.py,35050,825,evaluation/backtest,tracked,Paper-only feature-group ablation evaluator for tiny/regime meta rows.,yes,,__future__; datetime; math; numpy; os; pandas; pandas.errors; pathlib,csv inputs; data/realtime,csv reports; data/realtime,CROSS_ASSET_CONTEXT_VENUE; CROSS_ASSET_TARGET_SYMBOL; SYMBOL; TINY_REGIME_META_CLASS_WEIGHT_MODE; TINY_REGIME_META_FEATURE_ABLATION_INPUT_PATH; TINY_REGIME_META_FEATURE_ABLATION_LOGISTIC_EPOCHS; TINY_REGIME_META_FEATURE_ABLATION_OUTPUT_PATH; TINY_REGIME_META_LOGISTIC_EPOCHS; TINY_REGIME_META_LOGISTIC_L2; TINY_REGIME_META_LOGISTIC_LEARNING_RATE; TINY_REGIME_META_MIN_STABLE_SELECTED_ROWS; TINY_REGIME_META_WF_MAX_FOLDS; TINY_REGIME_META_WF_MIN_TEST_ROWS; TINY_REGIME_META_WF_MIN_TRAIN_ROWS; TINY_REGIME_META_WF_PURGE_MINUTES; TINY_REGIME_META_WF_STEP_ROWS; TINY_REGIME_META_WF_TEST_ROWS,paper-only/no-orders language present; promotion/champion mutation terms present; audit before operational use,scripts/build_15m_regime_features.py; scripts/build_1m_flow_features.py; scripts/build_30m_regime_features.py; scripts/build_cross_venue_features.py; scripts/build_htf_context_features.py; scripts/build_tiny_macro_event_features.py; scripts/build_tiny_price_technical_features.py; scripts/build_tiny_regime_meta_training_rows.py; scripts/build_tiny_temporal_surface_features.py; scripts/diagnose_tiny_regime_gate_policy.py; scripts/evaluate_1s_forecast_log.py; scripts/evaluate_5m_cross_asset_context.py,false,true,high,Generated from static scan; verify runtime-specific behavior in source before safety-critical use.
scripts/evaluate_tiny_regime_meta_walk_forward.py,scripts,evaluate_tiny_regime_meta_walk_forward.py,.py,26257,600,evaluation/backtest,tracked,Paper-only walk-forward evaluator for tiny/regime meta-gate rows.,yes,,__future__; datetime; math; numpy; os; pandas; pandas.errors; pathlib,csv inputs; data/realtime,csv reports; data/realtime,CROSS_ASSET_CONTEXT_VENUE; CROSS_ASSET_TARGET_SYMBOL; SYMBOL; TINY_REGIME_META_CLASS_WEIGHT_MODE; TINY_REGIME_META_LOGISTIC_EPOCHS; TINY_REGIME_META_LOGISTIC_L2; TINY_REGIME_META_LOGISTIC_LEARNING_RATE; TINY_REGIME_META_MIN_STABLE_SELECTED_ROWS; TINY_REGIME_META_WALK_FORWARD_INPUT_PATH; TINY_REGIME_META_WALK_FORWARD_OUTPUT_PATH; TINY_REGIME_META_WF_MAX_FOLDS; TINY_REGIME_META_WF_MIN_TEST_ROWS; TINY_REGIME_META_WF_MIN_TRAIN_ROWS; TINY_REGIME_META_WF_PURGE_MINUTES; TINY_REGIME_META_WF_STEP_ROWS; TINY_REGIME_META_WF_TEST_ROWS,paper-only/no-orders language present; promotion/champion mutation terms present; audit before operational use,scripts/build_15m_regime_features.py; scripts/build_30m_regime_features.py; scripts/build_tiny_regime_meta_training_rows.py; scripts/diagnose_tiny_regime_gate_policy.py; scripts/evaluate_1s_forecast_log.py; scripts/evaluate_5m_cross_asset_context.py; scripts/evaluate_hierarchy_forecasts.py; scripts/evaluate_tiny_model_T_v1_shadow.py; scripts/evaluate_tiny_policy_side_diagnostics.py; scripts/evaluate_tiny_price_ensemble.py; scripts/evaluate_tiny_price_ensemble_live_predictions.py; scripts/evaluate_tiny_price_predictions.py,false,true,high,Generated from static scan; verify runtime-specific behavior in source before safety-critical use.
scripts/evaluate_tiny_ta_reversal_gate_policy_b.py,scripts,evaluate_tiny_ta_reversal_gate_policy_b.py,.py,28050,646,evaluation/backtest,tracked,Evaluate frozen paper-only TA reversal gate Policy B v1.,yes,,__future__; datetime; json; math; numpy; os; pandas; pandas.errors; pathlib,csv inputs; data/realtime,csv reports; data/realtime; txt/json reports,PRIMARY_VENUE; SYMBOL; TINY_TA_POLICY_B_ANNOTATED_OUTPUT_PATH; TINY_TA_POLICY_B_CHRONOLOGICAL_FOLDS; TINY_TA_POLICY_B_CONFIG_PATH; TINY_TA_POLICY_B_EVALUATION_OUTPUT_PATH; TINY_TA_POLICY_B_HISTORY_OUTPUT_PATH; TINY_TA_POLICY_B_TA_LABELS_PATH; TINY_TA_POLICY_B_TINY_INPUT_PATH,paper-only/no-orders language present; promotion/champion mutation terms present; audit before operational use,scripts/compare_tiny_policy_a_vs_b.py; scripts/diagnose_tiny_regime_gate_policy.py; scripts/evaluate_1s_forecast_log.py; scripts/evaluate_5m_cross_asset_context.py; scripts/evaluate_hierarchy_forecasts.py; scripts/evaluate_tiny_model_T_v1_shadow.py; scripts/evaluate_tiny_policy_side_diagnostics.py; scripts/evaluate_tiny_price_ensemble.py; scripts/evaluate_tiny_price_ensemble_live_predictions.py; scripts/evaluate_tiny_price_predictions.py; scripts/evaluate_tiny_price_shadow_pool.py; scripts/evaluate_tiny_price_snapshot_holdout.py,false,true,high,Generated from static scan; verify runtime-specific behavior in source before safety-critical use.
scripts/evaluate_tiny_technical_policy_f.py,scripts,evaluate_tiny_technical_policy_f.py,.py,38513,867,evaluation/backtest,tracked,Evaluate frozen paper-only technical momentum exhaustion Policy F v1.,yes,,__future__; datetime; json; math; numpy; os; pandas; pandas.errors; pathlib,csv inputs,csv reports; txt/json reports,CROSS_ASSET_CONTEXT_VENUE; PRIMARY_VENUE; SYMBOL; TINY_TECH_POLICY_F_ANNOTATED_OUTPUT_PATH; TINY_TECH_POLICY_F_CHRONOLOGICAL_FOLDS; TINY_TECH_POLICY_F_CONFIG_PATH; TINY_TECH_POLICY_F_DISCOVERY_PATH; TINY_TECH_POLICY_F_EVALUATION_OUTPUT_PATH; TINY_TECH_POLICY_F_HISTORY_OUTPUT_PATH; TINY_TECH_POLICY_F_META_ROWS_PATH; TINY_TECH_POLICY_F_POLICY_B_ROWS_PATH; TINY_TECH_POLICY_F_WATCHLIST_PATH,paper-only/no-orders language present; promotion/champion mutation terms present; audit before operational use,scripts/build_tiny_price_technical_features.py; scripts/compare_tiny_policy_a_vs_b.py; scripts/diagnose_tiny_regime_gate_policy.py; scripts/discover_tiny_price_technical_rules.py; scripts/evaluate_1s_forecast_log.py; scripts/evaluate_5m_cross_asset_context.py; scripts/evaluate_hierarchy_forecasts.py; scripts/evaluate_tiny_model_T_v1_shadow.py; scripts/evaluate_tiny_policy_side_diagnostics.py; scripts/evaluate_tiny_price_ensemble.py; scripts/evaluate_tiny_price_ensemble_live_predictions.py; scripts/evaluate_tiny_price_predictions.py,false,true,high,Generated from static scan; verify runtime-specific behavior in source before safety-critical use.
scripts/fetch_kraken_trade_history.py,scripts,fetch_kraken_trade_history.py,.py,11323,298,source,tracked,Fetch and cache public Kraken historical trades.,yes,,__future__; csv; datetime; json; os; pathlib; time; typing; urllib.error; urllib.parse; urllib.request,csv inputs,csv reports,END_TIME; HISTORICAL_TRADES_DIR; KRAKEN_END_TIME; KRAKEN_MAX_RETRIES; KRAKEN_PAIR; KRAKEN_RATE_LIMIT_SECONDS; KRAKEN_START_TIME; KRAKEN_TRADES_MAX_PAGES; START_TIME; SYMBOL; TRADE_END_TIME; TRADE_START_TIME; VENUE,paper-only/no-orders language present,scripts/compare_replay_to_trade_tape.py; scripts/downloadBinanceTrades.js; scripts/replay_market_from_trades.py; scripts/run_realtime_kraken_multi_recorder.js,false,true,high,Generated from static scan; verify runtime-specific behavior in source before safety-critical use.
scripts/hierarchical_context.py,scripts,hierarchical_context.py,.py,16996,464,source,tracked,Hierarchical context script/module.,no,,numpy; os; pandas; pandas.errors; pathlib,csv inputs,csv reports,PRIMARY_VENUE,,scripts/build_5m_context_training_rows.py; scripts/build_5m_cross_asset_context_training_rows.py; scripts/build_htf_context_features.py; scripts/evaluate_5m_cross_asset_context.py; scripts/predict_5m_context.py; scripts/predict_5m_cross_asset_context.py; scripts/train_5m_context_model.py; scripts/train_5m_cross_asset_context_model.py; scripts/update_cross_asset_5m_context_live.py; scripts/update_live_htf_context_features.py,false,true,high,Generated from static scan; verify runtime-specific behavior in source before safety-critical use.
scripts/label_live_3m_predictions.py,scripts,label_live_3m_predictions.py,.py,44087,1116,source,tracked,Label live 3m predictions script/module.,yes,,live_3m_model_utils; numpy; os; pandas; pathlib; shutil,csv inputs,csv reports,FUTURE_RETURN_CLASS_MODE; MIN_CLASS_MOVE; MIN_VOL_LOOKBACK_ROWS; PRIMARY_VENUE; RETURN_CLASS_THRESHOLD; STOP_LOSS; SYMBOL; TAKE_PROFIT; VOL_LOOKBACK_MINUTES; VOL_MULTIPLIER,,scripts/backtest_1m_flow_predictions.py; scripts/backtest_ensemble_predictions.py; scripts/build_tiny_broader_horizon_labels.py; scripts/build_tiny_label_laboratory_v1.py; scripts/build_tiny_label_selection_report_v1.py; scripts/build_tiny_price_ta_labels.py; scripts/build_tiny_visual_structure_labels_v1.py; scripts/evaluate_tiny_price_ensemble_live_predictions.py; scripts/evaluate_tiny_price_predictions.py; scripts/refresh_tiny_price_forward_test_predictions.py; scripts/replay_tiny_price_live_predictions.py; scripts/show_tiny_price_shadow_pool_predictions.py,false,true,high,Generated from static scan; verify runtime-specific behavior in source before safety-critical use.
scripts/live_3m_model_utils.py,scripts,live_3m_model_utils.py,.py,13707,408,source,tracked,Live 3m model utils script/module.,no,,json; math; numpy; pandas; pathlib; shutil,csv inputs,csv reports,,,scripts/backtest_10s_microstructure_model.py; scripts/backtest_offer_acceptance_model.py; scripts/evaluate_tiny_model_T_v1_shadow.py; scripts/microstructure_model_utils.py; scripts/offer_model_utils.py; scripts/predict_old_5m_model_on_recent_data.py; scripts/report_tiny_model_challenger_promotion.py; scripts/report_tiny_raw_model_governance.py; scripts/run_tiny_raw_model_challenger_sweep.py; scripts/tiny_price_feature_utils.py; scripts/train_10s_microstructure_model.py; scripts/train_1m_flow_model.py,false,true,high,Generated from static scan; verify runtime-specific behavior in source before safety-critical use.
scripts/log_hierarchy_forecast_snapshot.py,scripts,log_hierarchy_forecast_snapshot.py,.py,22225,523,source,tracked,Log hierarchy forecast snapshot script/module.,yes,,numpy; os; pandas; pandas.errors; pathlib; show_live_market_stack; sys; time,csv inputs,csv reports,HIERARCHY_LOG_INTERVAL_SECONDS; HIERARCHY_LOG_LOOP; HIERARCHY_LOG_MAX_SNAPSHOT_AGE_SECONDS; OUTPUT_DIR; PRIMARY_VENUE; SYMBOL,paper-only/no-orders language present,scripts/backtest_pinned_tiny_price_ensemble_on_snapshots.py; scripts/build_hierarchy_mediator_training_rows.py; scripts/calibrate_replay_book_from_snapshots.py; scripts/evaluate_1s_forecast_log.py; scripts/evaluate_hierarchy_forecasts.py; scripts/evaluate_tiny_price_snapshot_holdout.py; scripts/log_live_paper_signal_snapshot.py; scripts/show_1s_forecast_gui.py; scripts/show_hierarchy_mediator_prediction.py; scripts/split_realtime_snapshots.py; scripts/train_hierarchy_mediator_model.py,false,true,high,Generated from static scan; verify runtime-specific behavior in source before safety-critical use.
scripts/log_live_paper_signal_snapshot.py,scripts,log_live_paper_signal_snapshot.py,.py,9498,257,source,tracked,Log live paper signal snapshot script/module.,yes,,numpy; os; pandas; pandas.errors; pathlib; show_live_market_stack; time,csv inputs,csv reports,OUTPUT_DIR; PAPER_SIGNAL_MAX_STALENESS_SECONDS; PAPER_SIGNAL_TAG; PRIMARY_VENUE; SYMBOL,,scripts/backtest_pinned_tiny_price_ensemble_on_snapshots.py; scripts/calibrate_replay_book_from_snapshots.py; scripts/evaluate_tiny_price_snapshot_holdout.py; scripts/log_hierarchy_forecast_snapshot.py; scripts/run_overnight_paper_system.py; scripts/split_realtime_snapshots.py; scripts/tiny/freeze_rawseq_paper_champion.py; scripts/tiny/run_frozen_shadow_candidate_forward_paper.py; scripts/update_tiny_paper_champion_policy.py,false,true,high,Generated from static scan; verify runtime-specific behavior in source before safety-critical use.
scripts/log_tiny_price_technical_rule_watchlist.py,scripts,log_tiny_price_technical_rule_watchlist.py,.py,13821,377,source,tracked,Paper-only technical rule watchlist history logger.,yes,,__future__; datetime; discover_tiny_price_technical_rules; math; os; pandas; pandas.errors; pathlib; sys,csv inputs; data/realtime,csv reports; data/realtime,CROSS_ASSET_CONTEXT_VENUE; PRIMARY_VENUE; SYMBOL,paper-only/no-orders language present; promotion/champion mutation terms present; audit before operational use,scripts/backtest_pinned_tiny_price_ensemble_on_snapshots.py; scripts/bootstrap_tiny_price_champion.py; scripts/build_multi_source_tiny_price_training_rows.py; scripts/build_tiny_price_ta_labels.py; scripts/build_tiny_price_technical_features.py; scripts/build_tiny_price_training_rows.py; scripts/diagnose_tiny_price_v2_candidate.py; scripts/discover_tiny_price_technical_rules.py; scripts/evaluate_tiny_price_ensemble.py; scripts/evaluate_tiny_price_ensemble_live_predictions.py; scripts/evaluate_tiny_price_predictions.py; scripts/evaluate_tiny_price_shadow_pool.py,false,true,high,Generated from static scan; verify runtime-specific behavior in source before safety-critical use.
scripts/microstructure_model_utils.py,scripts,microstructure_model_utils.py,.py,60490,1427,source,tracked,Microstructure model utils script/module.,no,,datetime; hashlib; json; math; numpy; pandas; pathlib; shutil,csv inputs,csv reports,,,scripts/backtest_10s_microstructure_model.py; scripts/backtest_offer_acceptance_model.py; scripts/build_10s_microstructure_training_rows.py; scripts/evaluate_tiny_model_T_v1_shadow.py; scripts/live_3m_model_utils.py; scripts/offer_model_utils.py; scripts/predict_old_5m_model_on_recent_data.py; scripts/report_tiny_model_challenger_promotion.py; scripts/report_tiny_raw_model_governance.py; scripts/run_tiny_raw_model_challenger_sweep.py; scripts/show_latest_10s_microstructure_prediction.py; scripts/simulate_market_microstructure.py,false,true,high,Generated from static scan; verify runtime-specific behavior in source before safety-critical use.
scripts/offer_model_utils.py,scripts,offer_model_utils.py,.py,20107,590,source,tracked,Offer model utils script/module.,no,,json; live_3m_model_utils; math; numpy; pandas; pathlib,csv inputs,csv reports,,,scripts/backtest_10s_microstructure_model.py; scripts/backtest_offer_acceptance_model.py; scripts/build_historical_offer_training_rows.py; scripts/build_live_offer_training_rows.py; scripts/evaluate_tiny_model_T_v1_shadow.py; scripts/live_3m_model_utils.py; scripts/microstructure_model_utils.py; scripts/predict_old_5m_model_on_recent_data.py; scripts/report_tiny_model_challenger_promotion.py; scripts/report_tiny_raw_model_governance.py; scripts/run_tiny_raw_model_challenger_sweep.py; scripts/show_latest_offer_scores.py,false,true,high,Generated from static scan; verify runtime-specific behavior in source before safety-critical use.
scripts/predict_5m_context.py,scripts,predict_5m_context.py,.py,6853,169,source,tracked,Generate latest closed-5m context prediction.,yes,,__future__; build_5m_context_training_rows; json; numpy; os; pandas; pathlib,csv inputs; data/realtime; model.json,csv reports; data/realtime; model.json; txt/json reports,CONTEXT_5M_MODEL_PATH; CONTEXT_5M_PREDICTIONS_PATH; CONTEXT_5M_PREDICT_ALL,paper-only/no-orders language present; promotion/champion mutation terms present; audit before operational use,scripts/backtest_1m_flow_predictions.py; scripts/backtest_ensemble_predictions.py; scripts/build_5m_context_training_rows.py; scripts/build_5m_cross_asset_context_training_rows.py; scripts/build_htf_context_features.py; scripts/evaluate_5m_cross_asset_context.py; scripts/evaluate_tiny_price_ensemble_live_predictions.py; scripts/evaluate_tiny_price_predictions.py; scripts/hierarchical_context.py; scripts/label_live_3m_predictions.py; scripts/predict_5m_cross_asset_context.py; scripts/predict_old_5m_model_on_recent_data.py,false,true,high,Generated from static scan; verify runtime-specific behavior in source before safety-critical use.
scripts/predict_5m_cross_asset_context.py,scripts,predict_5m_cross_asset_context.py,.py,11066,226,source,tracked,Predict all historical SOL-centered cross-asset 5m context rows.,yes,,__future__; build_5m_cross_asset_context_training_rows; json; numpy; os; pandas; pathlib,csv inputs; data/realtime; model.json,csv reports; data/realtime; model.json; txt/json reports,CROSS_ASSET_CONTEXT_MODEL_PATH; CROSS_ASSET_CONTEXT_PREDICTIONS_PATH; CROSS_ASSET_CONTEXT_TRAINING_ROWS_PATH,paper-only/no-orders language present; promotion/champion mutation terms present; audit before operational use,scripts/backtest_1m_flow_predictions.py; scripts/backtest_ensemble_predictions.py; scripts/build_5m_cross_asset_context_training_rows.py; scripts/build_cross_venue_features.py; scripts/evaluate_5m_cross_asset_context.py; scripts/evaluate_tiny_price_ensemble_live_predictions.py; scripts/evaluate_tiny_price_predictions.py; scripts/label_live_3m_predictions.py; scripts/predict_5m_context.py; scripts/predict_old_5m_model_on_recent_data.py; scripts/predict_realtime_flow.js; scripts/refresh_tiny_price_forward_test_predictions.py,false,true,high,Generated from static scan; verify runtime-specific behavior in source before safety-critical use.
scripts/predict_old_5m_model_on_recent_data.py,scripts,predict_old_5m_model_on_recent_data.py,.py,14756,375,source,tracked,Predict old 5m model on recent data script/module.,yes,,json; numpy; os; pandas; pathlib; train_python_model,csv inputs; model.json,csv reports; model.json; txt/json reports,MAX_OLD_PREDICTION_AGE_MS; PRIMARY_VENUE; SYMBOL,,scripts/backtest_10s_microstructure_model.py; scripts/backtest_1m_flow_predictions.py; scripts/backtest_ensemble_predictions.py; scripts/backtest_offer_acceptance_model.py; scripts/evaluate_tiny_model_T_v1_shadow.py; scripts/evaluate_tiny_price_ensemble_live_predictions.py; scripts/evaluate_tiny_price_predictions.py; scripts/label_live_3m_predictions.py; scripts/live_3m_model_utils.py; scripts/microstructure_model_utils.py; scripts/offer_model_utils.py; scripts/predict_5m_context.py,false,true,high,Generated from static scan; verify runtime-specific behavior in source before safety-critical use.
scripts/predict_realtime_flow.js,scripts,predict_realtime_flow.js,.js,3139,108,node/browser app,tracked,Predict realtime flow script/module.,no,,../src/modelStorage; ./realtimeFlowFeatures; @tensorflow/tfjs; fs,csv/json inputs,,,,scripts/backtest_1m_flow_predictions.py; scripts/backtest_ensemble_predictions.py; scripts/compact_tiny_realtime_artifacts.py; scripts/evaluate_tiny_price_ensemble_live_predictions.py; scripts/evaluate_tiny_price_predictions.py; scripts/label_live_3m_predictions.py; scripts/predict_5m_context.py; scripts/predict_5m_cross_asset_context.py; scripts/predict_old_5m_model_on_recent_data.py; scripts/realtimeFlowFeatures.js; scripts/record_realtime_market_data.js; scripts/refresh_tiny_price_forward_test_predictions.py,false,true,high,Generated from static scan; verify runtime-specific behavior in source before safety-critical use.
